filename,width,height,class,xmin,ymin,xmax,ymax
image_0133.jpg,394,174,airplane,50,58,335,143
image_0134.jpg,394,130,airplane,40,25,344,102
image_0135.jpg,429,183,airplane,62,51,356,144
image_0136.jpg,400,167,airplane,33,27,346,150
image_0137.jpg,398,125,airplane,36,25,351,101
image_0138.jpg,393,118,airplane,47,23,346,95
image_0139.jpg,394,122,airplane,40,26,345,102
image_0140.jpg,394,118,airplane,44,24,344,94
image_0141.jpg,410,166,airplane,63,33,350,138
image_0142.jpg,392,176,airplane,49,31,344,149
image_0143.jpg,407,160,airplane,56,31,345,128
image_0143.jpg,407,160,airplane,106,1,320,56
image_0144.jpg,396,145,airplane,54,27,341,119
image_0145.jpg,393,176,airplane,69,52,339,146
image_0146.jpg,405,159,airplane,63,31,350,128
image_0147.jpg,393,143,airplane,50,26,332,122
image_0148.jpg,401,154,airplane,58,33,343,126
image_0149.jpg,400,153,airplane,53,30,346,131
image_0150.jpg,398,123,airplane,53,25,345,96
image_0151.jpg,406,123,airplane,45,31,355,85
image_0152.jpg,398,160,airplane,30,32,347,148
image_0153.jpg,406,176,airplane,10,1,166,78
image_0153.jpg,406,176,airplane,53,36,358,153
image_0154.jpg,400,138,airplane,20,9,229,69
image_0154.jpg,400,138,airplane,90,62,344,110
image_0155.jpg,400,158,airplane,31,30,352,129
image_0156.jpg,393,133,airplane,52,26,338,109
image_0157.jpg,394,129,airplane,40,23,345,103
image_0158.jpg,400,142,airplane,53,28,346,114
image_0159.jpg,405,209,airplane,58,35,343,176
image_0160.jpg,398,165,airplane,56,27,342,136
image_0161.jpg,397,126,airplane,48,27,343,98
image_0162.jpg,407,163,airplane,57,29,347,135
image_0163.jpg,397,122,airplane,63,33,339,90
image_0164.jpg,401,168,airplane,54,29,345,146
image_0164.jpg,401,168,airplane,16,28,209,116
image_0165.jpg,396,143,airplane,38,28,345,116
image_0166.jpg,423,162,airplane,58,33,358,128
image_0167.jpg,396,140,airplane,45,25,339,115
image_0168.jpg,399,159,airplane,55,30,344,127
image_0169.jpg,411,145,airplane,44,29,349,115
image_0170.jpg,398,147,airplane,53,24,348,119
image_0170.jpg,398,147,airplane,30,17,90,100
image_0171.jpg,392,133,airplane,42,40,341,109
image_0172.jpg,420,191,airplane,61,39,356,157
image_0173.jpg,395,142,airplane,48,26,346,114
image_0174.jpg,392,165,airplane,61,25,346,136
image_0175.jpg,394,181,airplane,45,62,337,143
image_0176.jpg,407,146,airplane,46,88,210,139
image_0176.jpg,407,146,airplane,58,28,350,124
image_0177.jpg,394,146,airplane,40,25,344,117
image_0178.jpg,398,185,airplane,49,30,347,160
image_0179.jpg,406,174,airplane,51,29,350,142
image_0180.jpg,392,154,airplane,49,31,344,128
image_0181.jpg,394,159,airplane,57,27,341,129
image_0182.jpg,398,141,airplane,43,28,348,113
image_0183.jpg,394,137,airplane,43,26,342,113
image_0184.jpg,402,139,airplane,48,24,345,109
image_0185.jpg,396,147,airplane,53,28,340,112
image_0186.jpg,397,179,airplane,45,31,345,150
image_0187.jpg,408,161,airplane,55,31,348,131
image_0188.jpg,393,139,airplane,47,25,345,112
image_0189.jpg,400,165,airplane,54,30,342,133
image_0190.jpg,401,155,airplane,52,33,346,122
image_0190.jpg,401,155,airplane,140,30,253,62
image_0191.jpg,397,148,airplane,36,28,345,121
image_0192.jpg,395,129,airplane,51,25,344,105
image_0193.jpg,397,164,airplane,51,26,345,136
image_0194.jpg,392,171,airplane,49,58,340,130
image_0195.jpg,398,133,airplane,51,30,347,106
image_0195.jpg,398,133,airplane,24,23,151,58
image_0196.jpg,396,161,airplane,49,26,343,131
image_0197.jpg,395,136,airplane,49,25,345,111
image_0198.jpg,401,170,airplane,46,27,348,141
image_0199.jpg,415,191,airplane,76,40,353,152
image_0200.jpg,401,162,airplane,52,30,345,133
image_0201.jpg,400,157,airplane,46,33,345,121
image_0202.jpg,393,127,airplane,42,9,241,51
image_0202.jpg,393,127,airplane,42,32,343,105
image_0203.jpg,403,176,airplane,166,1,403,111
image_0203.jpg,403,176,airplane,55,30,348,141
image_0204.jpg,395,160,airplane,50,32,344,131
image_0205.jpg,395,176,airplane,57,46,342,128
image_0206.jpg,395,164,airplane,57,29,339,132
image_0207.jpg,397,196,airplane,56,30,343,147
image_0208.jpg,406,228,airplane,66,42,342,191
image_0209.jpg,414,210,airplane,64,41,344,158
image_0210.jpg,405,242,airplane,60,36,339,191
image_0211.jpg,411,176,airplane,62,34,347,144
image_0212.jpg,415,200,airplane,59,45,353,163
image_0213.jpg,398,180,airplane,50,30,345,145
image_0214.jpg,394,128,airplane,51,27,341,103
image_0215.jpg,395,142,airplane,45,27,346,113
image_0216.jpg,404,165,airplane,64,36,347,133
image_0217.jpg,397,169,airplane,48,31,348,142
image_0218.jpg,395,148,airplane,47,27,349,119
image_0219.jpg,409,169,airplane,68,37,350,135
image_0220.jpg,396,125,airplane,47,26,345,101
image_0221.jpg,428,182,airplane,55,38,357,143
image_0222.jpg,406,195,airplane,40,36,350,159
image_0223.jpg,400,166,airplane,23,28,347,140
image_0224.jpg,397,157,airplane,37,32,345,128
image_0224.jpg,397,157,airplane,201,17,382,81
image_0225.jpg,402,143,airplane,46,30,351,112
image_0226.jpg,397,155,airplane,46,11,347,126
image_0227.jpg,401,170,airplane,38,32,345,139
image_0228.jpg,395,121,airplane,50,26,350,98
image_0229.jpg,396,180,airplane,52,34,345,148
image_0230.jpg,405,180,airplane,64,72,351,137
image_0231.jpg,418,197,airplane,76,71,348,141
image_0232.jpg,409,144,airplane,56,33,348,105
image_0233.jpg,405,168,airplane,55,28,351,138
image_0234.jpg,394,176,airplane,48,29,345,147
image_0235.jpg,404,172,airplane,54,36,349,139
image_0236.jpg,411,170,airplane,46,33,353,143
image_0237.jpg,411,168,airplane,39,37,355,139
image_0238.jpg,401,177,airplane,49,30,347,146
image_0239.jpg,419,184,airplane,59,32,355,156
image_0240.jpg,409,157,airplane,54,31,350,127
image_0241.jpg,405,173,airplane,25,28,353,143
image_0242.jpg,403,152,airplane,46,34,342,121
image_0243.jpg,404,170,airplane,30,32,351,138
image_0244.jpg,395,173,airplane,36,31,341,145
image_0245.jpg,434,222,airplane,80,53,367,173
image_0246.jpg,392,165,airplane,46,27,345,134
image_0247.jpg,429,136,airplane,70,29,358,94
image_0247.jpg,429,136,airplane,115,1,343,30
image_0248.jpg,396,160,airplane,58,28,343,141
image_0249.jpg,413,172,airplane,62,26,345,133
image_0250.jpg,420,182,airplane,75,29,341,149
image_0251.jpg,414,149,airplane,56,36,345,113
image_0252.jpg,411,176,airplane,64,37,350,134
image_0253.jpg,393,156,airplane,47,32,342,126
image_0254.jpg,393,224,airplane,47,60,348,186
image_0255.jpg,417,161,airplane,63,37,352,115
image_0255.jpg,417,161,airplane,59,1,184,41
image_0255.jpg,417,161,airplane,190,1,336,41
image_0256.jpg,419,200,airplane,83,60,351,155
image_0256.jpg,419,200,airplane,177,1,383,42
image_0256.jpg,419,200,airplane,29,1,171,32
image_0257.jpg,395,139,airplane,48,24,352,111
image_0258.jpg,392,171,airplane,172,1,288,23
image_0258.jpg,392,171,airplane,114,1,288,65
image_0258.jpg,392,171,airplane,45,30,343,154
image_0259.jpg,424,138,airplane,68,32,355,107
image_0260.jpg,440,151,airplane,78,51,356,115
image_0261.jpg,399,191,airplane,55,36,338,154
image_0261.jpg,399,191,airplane,130,1,336,43
image_0262.jpg,387,494,airplane,82,82,322,412
image_0263.jpg,436,257,airplane,86,81,348,194
image_0263.jpg,436,257,airplane,8,1,200,88
image_0264.jpg,393,149,airplane,52,36,362,117
image_0265.jpg,356,376,airplane,47,50,292,279
image_0266.jpg,392,238,airplane,53,64,351,185
image_0267.jpg,398,221,airplane,44,84,350,184
image_0268.jpg,408,162,airplane,52,32,349,133
image_0269.jpg,416,174,airplane,69,35,350,143
image_0270.jpg,420,164,airplane,60,36,352,134
image_0271.jpg,414,155,airplane,54,30,345,123
image_0272.jpg,420,169,airplane,52,35,361,132
image_0273.jpg,407,152,airplane,58,23,350,126
image_0274.jpg,410,164,airplane,53,32,354,133
image_0275.jpg,401,124,airplane,52,23,342,93
image_0276.jpg,400,130,airplane,36,25,343,104
image_0277.jpg,412,186,airplane,59,31,349,151
image_0278.jpg,399,182,airplane,46,32,347,152
image_0279.jpg,400,156,airplane,41,29,349,130
image_0280.jpg,404,176,airplane,48,38,348,141
image_0281.jpg,410,161,airplane,44,27,348,134
image_0282.jpg,406,139,airplane,46,27,353,114
image_0283.jpg,405,116,airplane,52,27,348,92
image_0284.jpg,420,164,airplane,61,35,352,135
image_0285.jpg,409,159,airplane,60,32,351,127
image_0286.jpg,412,156,airplane,54,40,350,120
image_0287.jpg,408,153,airplane,55,34,342,122
image_0288.jpg,402,139,airplane,51,25,347,114
image_0289.jpg,405,167,airplane,60,31,342,139
image_0290.jpg,412,161,airplane,39,32,354,131
image_0291.jpg,415,157,airplane,57,28,352,130
image_0292.jpg,416,149,airplane,57,29,353,123
image_0293.jpg,411,154,airplane,60,30,352,124
image_0294.jpg,408,162,airplane,55,30,349,134
image_0295.jpg,410,173,airplane,51,33,351,146
image_0296.jpg,423,179,airplane,64,37,358,145
image_0297.jpg,402,153,airplane,52,25,345,127
image_0298.jpg,405,156,airplane,60,31,353,126
image_0299.jpg,415,169,airplane,54,30,348,138
image_0300.jpg,411,135,airplane,55,23,356,111
